CustomerID,Recency,Frequency,MonetaryValue,R rank_norm,F rank_norm,M rank_norm,RFM_Score,CustomerID_Segment
15672.0,724,3,45.3,1.31,4.01,2.69,287.9,Lost Customers
15673.0,87,269,6409.84,51.76,87.75,92.26,8483.2,High Value Customers
15674.0,72,374,6217.85,55.48,92.42,91.8,8653.8,High Value Customers
15675.0,80,35,542.04,53.12,38.64,38.17,4055.35,Lost Customers
15676.0,8,216,3324.09,89.37,83.94,83.02,8424.85,High Value Customers
15677.0,48,72,1305.63,64.19,58.71,62.77,6176.5,Low Value Customers
15678.0,52,92,1893.89,62.09,65.41,71.51,6826.7,Low Value Customers
15679.0,23,110,781.28,76.28,69.72,47.81,5865.35,Lost Customers
15680.0,8,238,4464.48,89.37,85.61,87.92,8744.45,High Value Customers
15681.0,17,103,2480.2,81.17,68.24,77.48,7526.15,Mid Value Customers
15682.0,598,26,316.99,6.76,30.7,24.34,2361.1,Lost Customers
15683.0,116,26,524.54,47.84,30.7,37.26,3687.9,Lost Customers
15684.0,546,14,147.8,9.79,17.58,10.15,1232.5,Lost Customers
15685.0,449,17,55.98,15.62,21.03,3.03,1031.85,Lost Customers
15686.0,419,1,90.0,19.27,1.28,4.67,584.3,Lost Customers
15687.0,8,168,2981.5,89.37,79.22,80.97,8170.5,High Value Customers
15688.0,418,27,190.57,19.35,31.66,14.39,2031.5,Lost Customers
15689.0,119,24,521.03,47.57,28.9,37.14,3623.25,Lost Customers
15690.0,3,19,239.76,94.77,23.5,18.5,3144.05,Lost Customers
15691.0,251,15,511.8,35.22,18.66,36.7,3106.6,Lost Customers
15692.0,27,12,191.04,73.91,15.05,14.44,2354.35,Lost Customers
15693.0,658,1,37.5,3.62,1.28,2.44,226.9,Lost Customers
15694.0,0,151,10566.46,100.0,76.92,96.1,9093.1,Top Customers
15695.0,266,59,1131.04,33.74,53.37,58.72,5336.8,Lost Customers
15696.0,32,237,3757.47,70.33,85.51,85.11,8301.3,High Value Customers
15697.0,689,14,246.75,1.93,17.58,19.1,1606.85,Lost Customers
15698.0,623,2,46.2,5.43,3.05,2.71,322.0,Lost Customers
15699.0,17,18,309.65,81.17,22.26,23.65,3186.1,Lost Customers
15700.0,171,89,664.03,42.25,64.55,43.44,4959.45,Lost Customers
15701.0,1,230,1542.14,98.33,84.98,66.69,7692.3,Mid Value Customers
15702.0,475,30,140.39,13.72,34.59,9.56,1769.3,Lost Customers
15703.0,264,5,211.5,33.96,6.13,16.0,1573.3,Lost Customers
15704.0,139,206,3744.18,45.51,83.17,84.99,7852.2,Mid Value Customers
15705.0,200,6,143.1,39.36,7.47,9.71,1348.55,Lost Customers
15706.0,59,59,1001.81,59.72,53.37,54.88,5515.3,Lost Customers
15707.0,34,205,945.58,69.58,83.03,53.28,6465.0,Low Value Customers
15708.0,40,347,4323.98,66.84,91.43,87.23,8543.15,High Value Customers
15709.0,283,27,327.85,32.29,31.66,25.23,2821.8,Lost Customers
15710.0,416,110,898.87,19.68,69.72,51.58,5223.7,Lost Customers
15711.0,556,25,420.25,9.12,29.79,32.08,2794.9,Lost Customers
15712.0,8,167,3467.46,89.37,79.09,83.88,8326.65,High Value Customers
15713.0,142,54,985.99,45.23,51.2,54.43,5208.1,Lost Customers
15714.0,11,48,784.81,85.58,47.53,47.93,5345.75,Lost Customers
15715.0,555,38,658.02,9.14,40.81,43.08,3730.8,Lost Customers
15716.0,145,286,3056.81,44.9,88.73,81.44,7814.6,Mid Value Customers
15717.0,233,24,607.0,36.81,28.9,41.01,3674.7,Lost Customers
15718.0,539,18,293.79,10.31,22.26,22.1,2037.95,Lost Customers
15719.0,32,1782,10134.36,70.33,99.68,95.89,9319.3,Top Customers
15720.0,23,153,741.92,76.28,77.21,46.28,6005.9,Low Value Customers
15721.0,11,84,507.08,85.58,62.88,36.33,5168.25,Lost Customers
15722.0,35,194,5120.05,69.08,82.06,89.75,8434.25,High Value Customers
15723.0,364,123,947.65,27.9,72.16,53.37,5518.65,Lost Customers
15724.0,200,20,299.8,39.36,24.71,22.5,2569.2,Lost Customers
15725.0,14,32,415.25,84.13,36.17,31.67,4088.9,Lost Customers
15726.0,389,23,321.91,23.64,27.91,24.72,2551.5,Lost Customers
15727.0,16,685,9445.51,82.19,97.21,95.27,9389.0,Top Customers
15728.0,48,16,409.8,64.19,19.82,31.29,3278.4,Lost Customers
15729.0,197,13,154.7,39.65,16.36,10.75,1676.8,Lost Customers
15730.0,65,115,1708.18,57.42,70.7,69.19,6787.75,Low Value Customers
15731.0,553,8,125.3,9.3,10.01,7.89,873.75,Lost Customers
15732.0,211,102,1637.52,38.52,67.99,68.16,6366.3,Low Value Customers
15733.0,282,10,162.3,32.39,12.4,11.7,1501.35,Lost Customers
15734.0,114,43,2263.3,48.13,44.3,75.7,6214.45,Low Value Customers
15735.0,420,19,327.68,19.07,23.5,25.21,2377.6,Lost Customers
15736.0,429,103,1717.27,17.58,68.24,69.37,6126.25,Low Value Customers
15737.0,14,79,1121.21,84.13,61.18,58.38,6308.25,Low Value Customers
15738.0,18,486,13342.12,80.18,95.04,97.27,9403.75,Top Customers
15739.0,65,8,449.12,57.42,10.01,33.73,3016.75,Lost Customers
15740.0,48,9,154.88,64.19,11.22,10.77,1891.8,Lost Customers
15741.0,457,12,208.62,15.04,15.05,15.77,1544.45,Lost Customers
15742.0,618,41,156.87,5.75,42.86,10.97,1975.4,Lost Customers
15743.0,15,86,784.46,83.2,63.62,47.9,5791.1,Lost Customers
15744.0,77,3,34.8,54.02,4.01,2.33,1058.75,Lost Customers
15745.0,8,65,1071.24,89.37,55.92,57.09,6158.1,Low Value Customers
15746.0,133,29,182.96,46.11,33.63,13.63,2450.2,Lost Customers
15747.0,12,217,2560.66,84.98,84.02,78.07,8089.15,High Value Customers
15748.0,39,36,614.76,67.27,39.46,41.38,4468.75,Lost Customers
15749.0,234,15,21535.9,36.68,18.66,98.59,6532.45,Low Value Customers
15750.0,2,642,6692.55,96.7,96.84,92.73,9455.85,Top Customers
15751.0,460,134,1318.84,14.9,74.12,63.09,5917.05,Lost Customers
15752.0,39,587,4199.09,67.27,96.3,86.72,8667.65,High Value Customers
15753.0,304,1,79.2,31.02,1.28,4.14,731.4,Lost Customers
15754.0,50,135,3001.86,63.17,74.29,81.07,7635.1,Mid Value Customers
15755.0,0,382,5936.95,100.0,92.75,91.32,9305.1,Top Customers
15756.0,60,191,532.96,59.29,81.77,37.6,5410.45,Lost Customers
15757.0,65,193,2940.36,57.42,81.94,80.65,7755.25,Mid Value Customers
15758.0,24,9,205.25,75.49,11.22,15.44,2318.15,Lost Customers
15759.0,217,20,810.98,37.87,24.71,48.79,3992.8,Lost Customers
15760.0,630,5,-5795.87,4.9,6.13,0.07,261.25,Lost Customers
15761.0,442,5,143.05,16.13,6.13,9.69,958.8,Lost Customers
15762.0,64,37,583.75,57.8,40.06,39.99,4268.25,Lost Customers
15763.0,31,63,1048.67,70.99,55.18,56.36,5820.05,Lost Customers
15764.0,80,259,4453.28,53.12,87.01,87.83,8237.75,High Value Customers
15765.0,666,25,370.63,3.25,29.79,28.68,2519.85,Lost Customers
15766.0,63,28,799.66,58.45,32.67,48.43,4520.5,Lost Customers
15767.0,640,9,-242.7,4.49,11.22,0.61,437.5,Lost Customers
15768.0,115,1211,15559.46,48.01,99.23,97.71,9071.1,Top Customers
15769.0,6,242,84269.38,91.94,85.99,99.75,9445.05,Top Customers
15770.0,612,18,321.45,5.97,22.26,24.67,2114.2,Lost Customers
15771.0,603,28,1006.54,6.43,32.67,55.12,4108.15,Lost Customers
15772.0,417,16,280.88,19.47,19.82,21.29,2057.6,Lost Customers
15773.0,5,47,774.52,92.49,46.95,47.41,5403.4,Lost Customers
15774.0,68,111,1324.2,56.77,69.94,63.21,6426.3,Low Value Customers
15775.0,244,9,150.5,35.78,11.22,10.34,1442.0,Lost Customers
15776.0,132,18,241.62,46.26,22.26,18.63,2386.35,Lost Customers
15777.0,240,41,1732.16,36.03,42.86,69.51,5649.3,Lost Customers
15778.0,430,17,307.95,17.37,21.03,23.49,2183.4,Lost Customers
15779.0,462,8,124.08,14.75,10.01,7.74,947.25,Lost Customers
15780.0,183,29,475.28,41.1,33.63,34.99,3549.85,Lost Customers
15781.0,24,21,333.56,75.49,25.91,25.7,3323.15,Lost Customers
15782.0,9,63,3985.65,87.86,55.18,85.98,7702.2,Mid Value Customers
15783.0,10,14,246.3,86.63,17.58,19.03,2873.5,Lost Customers
15784.0,467,43,848.33,14.3,44.3,50.13,4300.65,Lost Customers
15785.0,29,244,5825.33,72.46,86.12,91.16,8684.3,High Value Customers
15786.0,43,481,8392.85,65.83,94.92,94.45,9029.8,Top Customers
15787.0,25,200,948.05,74.7,82.51,53.42,6533.9,Low Value Customers
15788.0,500,15,215.53,12.44,18.66,16.34,1645.1,Lost Customers
15789.0,357,140,1932.01,28.51,75.12,72.06,6644.55,Low Value Customers
15790.0,9,34,220.85,87.86,37.73,16.91,3379.85,Lost Customers
15791.0,43,180,3541.79,65.83,80.59,84.11,8031.2,High Value Customers
15792.0,399,57,933.84,22.09,52.44,52.88,4812.95,Lost Customers
15793.0,8,31,2382.92,89.37,35.44,76.64,6618.95,Low Value Customers
15794.0,735,15,777.0,0.35,18.66,47.56,3180.85,Lost Customers
15795.0,149,131,1979.87,44.53,73.64,72.6,6870.15,Low Value Customers
15796.0,0,300,5019.95,100.0,89.41,89.31,9094.35,Top Customers
15797.0,112,12,2821.08,48.44,15.05,79.77,5565.45,Lost Customers
15798.0,492,83,1535.37,12.79,62.53,66.59,5730.2,Lost Customers
15799.0,75,154,1424.29,54.42,77.34,64.84,6702.7,Low Value Customers
15800.0,106,232,1242.58,49.24,85.16,61.11,6654.45,Low Value Customers
15801.0,45,69,1042.19,64.82,57.55,56.14,5786.5,Lost Customers
15802.0,142,3,-451.42,45.23,4.01,0.47,824.6,Lost Customers
15803.0,50,51,1929.66,63.17,49.29,72.05,6389.0,Low Value Customers
15804.0,0,274,3848.55,100.0,88.14,85.53,8848.35,High Value Customers
15805.0,22,556,9708.92,77.15,95.96,95.52,9289.65,Top Customers
15806.0,45,31,784.58,64.82,35.44,47.91,4670.55,Lost Customers
15807.0,49,89,1807.57,63.78,64.55,70.57,6774.55,Low Value Customers
15808.0,305,787,18248.83,30.96,97.85,98.28,8805.3,High Value Customers
15809.0,35,67,862.88,69.08,56.61,50.56,5515.3,Lost Customers
15810.0,78,193,2724.8,53.65,81.94,79.06,7611.25,Mid Value Customers
15811.0,16,279,3843.22,82.19,88.39,85.49,8586.5,High Value Customers
15812.0,106,126,5186.17,49.24,72.64,89.85,7859.55,Mid Value Customers
15813.0,207,40,1303.91,38.78,42.17,62.74,5297.5,Lost Customers
15814.0,2,100,2531.84,96.7,67.6,77.87,7761.35,Mid Value Customers
15815.0,63,49,2100.6,58.45,48.15,74.1,6396.75,Low Value Customers
15816.0,541,12,93.3,10.07,15.05,4.87,870.4,Lost Customers
15817.0,420,152,2766.4,19.07,77.09,79.43,6967.4,Low Value Customers
15818.0,587,11,340.5,7.55,13.69,26.27,1968.8,Lost Customers
15819.0,48,264,3911.28,64.19,87.45,85.76,8303.15,High Value Customers
15820.0,319,17,206.98,29.88,21.03,15.63,1938.75,Lost Customers
15821.0,43,62,570.96,65.83,54.77,39.5,4803.05,Lost Customers
15822.0,2,72,1777.91,96.7,58.71,70.11,7067.85,Mid Value Customers
15823.0,336,174,3033.86,28.95,79.8,81.3,7299.75,Mid Value Customers
15824.0,452,26,890.94,15.42,30.7,51.18,3967.2,Lost Customers
15825.0,171,20,532.94,42.25,24.71,37.58,3441.95,Lost Customers
15826.0,50,121,2583.13,63.17,71.78,78.24,7404.15,Mid Value Customers
15827.0,72,253,3430.96,55.48,86.74,83.63,8034.05,High Value Customers
15828.0,374,74,1108.82,26.39,59.61,58.03,5375.8,Lost Customers
15829.0,98,51,636.14,50.14,49.29,42.29,4556.75,Lost Customers
15830.0,28,41,547.7,73.28,42.86,38.49,4501.95,Lost Customers
15831.0,57,67,747.76,60.62,56.61,46.53,5166.75,Lost Customers
15832.0,253,54,836.79,34.97,51.2,49.66,4791.85,Lost Customers
15833.0,737,5,80.4,0.12,6.13,4.26,420.0,Lost Customers
15834.0,69,377,3600.29,56.65,92.58,84.37,8267.5,High Value Customers
15835.0,43,50,954.09,65.83,48.75,53.6,5397.95,Lost Customers
15836.0,44,12,117.47,65.31,15.05,7.2,1827.15,Lost Customers
15837.0,64,52,777.01,57.8,49.87,47.58,4980.0,Lost Customers
15838.0,10,210,73404.11,86.63,83.51,99.71,9288.8,Top Customers
15839.0,24,65,1020.74,75.49,55.92,55.55,5865.2,Lost Customers
15840.0,58,28,345.66,60.19,32.67,26.78,3355.85,Lost Customers
15841.0,63,96,2716.5,58.45,66.58,79.01,7219.7,Mid Value Customers
15842.0,387,28,528.75,23.95,32.67,37.36,3394.15,Lost Customers
15843.0,303,8,118.95,31.07,10.01,7.34,1170.05,Lost Customers
15844.0,45,11,130.74,64.82,13.69,8.47,1848.85,Lost Customers
15845.0,17,185,4273.65,81.17,81.29,86.96,8439.05,High Value Customers
15846.0,384,29,107.01,24.58,33.63,5.91,1702.65,Lost Customers
15847.0,37,48,822.57,68.22,47.53,49.14,5151.9,Lost Customers
15848.0,621,34,139.94,5.56,37.73,9.47,1736.15,Lost Customers
15849.0,595,1,-5876.34,7.06,1.28,0.05,147.05,Lost Customers
15850.0,18,311,1058.72,80.18,89.94,56.77,7023.25,Mid Value Customers
15851.0,526,8,109.73,11.01,10.01,6.18,805.35,Lost Customers
15852.0,186,33,257.26,40.66,36.94,19.89,2812.05,Lost Customers
15853.0,51,30,110.8,62.6,34.59,6.29,2322.65,Lost Customers
15854.0,3,256,5583.81,94.77,86.93,90.56,9010.25,Top Customers
15855.0,136,95,1052.72,45.78,66.26,56.5,5782.0,Lost Customers
15856.0,3,1113,33817.44,94.77,99.11,99.23,9852.5,Top Customers
15857.0,18,24,570.48,80.18,28.9,39.46,4240.0,Lost Customers
15858.0,15,437,3917.87,83.2,94.1,85.78,8788.9,High Value Customers
15859.0,431,22,438.46,17.2,26.89,33.17,2889.05,Lost Customers
15860.0,40,343,2505.21,66.84,91.14,77.68,8009.2,High Value Customers
15861.0,11,794,4217.99,85.58,97.9,86.84,8996.9,High Value Customers
15862.0,7,498,2928.29,90.93,95.21,80.55,8650.5,High Value Customers
15863.0,25,77,358.7,74.7,60.7,27.89,4475.45,Lost Customers
15864.0,21,27,2014.22,78.17,31.66,73.04,6139.55,Low Value Customers
15865.0,40,126,2248.92,66.84,72.64,75.56,7337.6,Mid Value Customers
15866.0,100,43,230.53,49.85,44.3,17.65,3047.5,Lost Customers
15867.0,4,1029,8974.85,93.18,98.83,94.92,9583.2,Top Customers
15868.0,582,4,94.53,7.72,4.97,5.02,541.0,Lost Customers
15869.0,276,34,323.66,32.92,37.73,24.91,2995.75,Lost Customers
15870.0,32,143,862.61,70.33,75.68,50.54,6105.05,Low Value Customers
15871.0,436,5,33.1,16.54,6.13,2.31,559.05,Lost Customers
15872.0,14,188,795.68,84.13,81.54,48.25,6361.9,Low Value Customers
15873.0,492,9,138.24,12.79,11.22,9.31,1040.5,Lost Customers
15874.0,62,370,11135.0,58.96,92.29,96.3,8949.6,High Value Customers
15875.0,645,23,111.72,4.24,27.91,6.51,1258.95,Lost Customers
15876.0,408,11,1449.14,20.88,13.69,65.33,4317.05,Lost Customers
15877.0,1,128,440.78,98.33,73.1,33.36,5502.75,Lost Customers
15878.0,561,51,330.77,8.98,49.29,25.48,3014.8,Lost Customers
15879.0,403,179,1157.3,21.51,80.4,59.31,5996.7,Lost Customers
15880.0,368,97,626.56,27.4,66.86,41.84,4718.0,Lost Customers
15881.0,311,32,438.24,30.49,36.17,33.15,3365.7,Lost Customers
15882.0,198,61,1448.91,39.53,54.33,65.3,5814.35,Lost Customers
15883.0,1,49,396.48,98.33,48.15,30.48,4595.85,Lost Customers
15884.0,431,15,243.75,17.2,18.66,18.8,1851.8,Lost Customers
15885.0,92,122,1737.57,51.0,71.97,69.64,6754.3,Low Value Customers
15886.0,59,62,1052.87,59.72,54.77,56.51,5646.95,Lost Customers
15887.0,406,37,1027.15,21.18,40.06,55.74,4585.2,Lost Customers
15888.0,79,41,402.12,53.36,42.86,30.85,3782.95,Lost Customers
15889.0,156,303,1795.83,43.67,89.65,70.33,7212.7,Mid Value Customers
15890.0,394,10,535.65,22.83,12.4,37.77,2791.8,Lost Customers
15891.0,226,60,524.52,37.2,53.83,37.24,4221.1,Lost Customers
15892.0,668,38,128.2,3.08,40.81,8.2,1721.5,Lost Customers
15893.0,481,1,305.28,13.32,1.28,23.06,1506.5,Lost Customers
15894.0,252,37,420.29,35.13,40.06,32.09,3493.7,Lost Customers
15895.0,149,11,179.17,44.53,13.69,13.41,1816.2,Lost Customers
15896.0,624,1,-1899.67,5.31,1.28,0.2,129.05,Lost Customers
15897.0,193,22,222.05,39.99,26.89,17.05,2344.3,Lost Customers
15898.0,0,625,5534.36,100.0,96.69,90.44,9374.9,Top Customers
15899.0,368,4,112.5,27.4,4.97,6.65,925.85,Lost Customers
15900.0,23,127,890.5,76.28,72.86,51.16,6143.8,Low Value Customers
15901.0,16,166,684.23,82.19,78.92,44.16,6029.25,Low Value Customers
15902.0,379,18,145.01,25.53,22.26,9.91,1595.8,Lost Customers
15903.0,9,119,8859.82,87.86,71.42,94.8,8674.5,High Value Customers
15904.0,7,30,164.68,90.93,34.59,11.97,3060.0,Lost Customers
15905.0,542,22,114.69,10.01,26.89,6.94,1338.55,Lost Customers
15906.0,19,205,2467.89,79.5,83.03,77.38,7939.3,Mid Value Customers
15907.0,3,226,967.45,94.77,84.64,53.95,6928.0,Low Value Customers
15908.0,490,40,764.57,12.92,42.17,46.94,4040.6,Lost Customers
15909.0,173,7,191.94,41.94,8.78,14.47,1688.35,Lost Customers
15910.0,0,620,2681.8,100.0,96.63,78.85,8735.65,High Value Customers
15911.0,447,260,1401.55,15.75,87.11,64.44,6393.75,Low Value Customers
15912.0,177,95,1074.7,41.58,66.26,57.17,5755.85,Lost Customers
15913.0,533,1,6.3,10.65,1.28,1.85,299.9,Lost Customers
15914.0,377,13,205.99,25.93,16.36,15.57,1736.1,Lost Customers
15915.0,401,113,429.21,21.73,70.36,32.65,4232.5,Lost Customers
15916.0,15,319,3277.67,83.2,90.32,82.73,8507.75,High Value Customers
15917.0,247,142,560.63,35.43,75.48,39.01,4941.4,Lost Customers
15918.0,190,61,582.88,40.25,54.33,39.97,4432.0,Lost Customers
15919.0,19,122,910.61,79.5,71.97,52.07,6215.45,Low Value Customers
15920.0,153,107,571.64,44.13,69.11,39.52,4908.85,Lost Customers
15921.0,172,79,802.11,42.1,61.18,48.59,5139.35,Lost Customers
15922.0,371,12,727.2,27.18,15.05,45.78,3377.1,Lost Customers
15923.0,372,21,254.16,26.92,25.91,19.69,2264.05,Lost Customers
15924.0,730,15,102.82,0.8,18.66,5.64,882.0,Lost Customers
15925.0,193,12,207.15,39.99,15.05,15.65,1912.1,Lost Customers
15926.0,541,7,134.44,10.07,8.78,8.82,899.55,Lost Customers
15927.0,646,15,123.39,4.17,18.66,7.69,1045.3,Lost Customers
15928.0,655,11,293.53,3.72,13.69,22.05,1679.25,Lost Customers
15929.0,643,1,594.0,4.33,1.28,40.37,2323.7,Lost Customers
15930.0,66,21,426.63,57.11,25.91,32.41,3416.5,Lost Customers
15931.0,427,14,239.9,18.05,17.58,18.51,1816.2,Lost Customers
15932.0,3,119,2461.85,94.77,71.42,77.26,7813.45,Mid Value Customers
15933.0,20,74,1107.46,78.99,59.61,57.98,6162.05,Low Value Customers
15934.0,417,29,2190.66,19.47,33.63,75.11,5432.0,Lost Customers
15935.0,238,34,108.04,36.27,37.73,6.08,2010.35,Lost Customers
15936.0,378,19,282.79,25.77,23.5,21.41,2269.1,Lost Customers
15937.0,63,7,145.35,58.45,8.78,9.96,1687.95,Lost Customers
15938.0,111,39,734.81,48.57,41.56,46.06,4508.65,Lost Customers
15939.0,89,162,9047.64,51.43,78.37,94.97,8345.9,High Value Customers
15940.0,310,3,-0.0,30.64,4.01,1.43,658.55,Lost Customers
15941.0,512,10,230.6,11.66,12.4,17.67,1518.75,Lost Customers
15942.0,133,14,337.44,46.11,17.58,26.04,2651.25,Lost Customers
15943.0,649,12,271.29,4.01,15.05,20.85,1658.4,Lost Customers
15944.0,276,38,2164.24,32.92,40.81,74.79,5831.55,Lost Customers
15945.0,364,28,827.27,27.9,32.67,49.29,4109.55,Lost Customers
15946.0,502,26,2304.18,12.22,30.7,76.05,5287.05,Lost Customers
15947.0,82,29,1708.24,52.72,33.63,69.2,5605.7,Lost Customers
15948.0,7,95,1509.09,90.93,66.26,66.12,6988.35,Low Value Customers
15949.0,16,19,364.72,82.19,23.5,28.34,3496.55,Lost Customers
15950.0,1,400,6938.51,98.33,93.26,93.0,9387.75,Top Customers
15951.0,0,61,974.52,100.0,54.33,54.11,6105.95,Low Value Customers
15952.0,33,84,806.57,69.88,62.88,48.69,5612.55,Lost Customers
15953.0,14,173,3524.7,84.13,79.7,84.08,8277.35,High Value Customers
15954.0,588,20,190.75,7.5,24.71,14.42,1646.9,Lost Customers
15955.0,23,348,8622.61,76.28,91.48,94.63,9093.25,Top Customers
15956.0,550,18,617.6,9.46,22.26,41.5,3092.2,Lost Customers
15957.0,31,146,930.1,70.99,76.3,52.76,6255.65,Low Value Customers
15958.0,73,65,492.99,55.08,55.92,35.78,4471.7,Lost Customers
15959.0,681,71,579.49,2.4,58.31,39.78,3973.2,Lost Customers
15960.0,373,27,394.0,26.62,31.66,30.31,3016.15,Lost Customers
15961.0,378,42,451.29,25.77,43.63,33.88,3558.85,Lost Customers
15962.0,448,55,295.83,15.69,51.64,22.23,3007.2,Lost Customers
15963.0,19,28,470.76,79.5,32.67,34.79,4086.05,Lost Customers
15964.0,662,20,272.96,3.42,24.71,20.99,1947.05,Lost Customers
15965.0,16,334,2999.34,82.19,90.85,81.03,8415.0,High Value Customers
15966.0,443,32,399.58,16.01,36.17,30.68,3012.65,Lost Customers
15967.0,22,484,3019.2,77.15,94.96,81.17,8470.4,High Value Customers
15968.0,387,80,418.05,23.95,61.49,31.91,3959.0,Lost Customers
15969.0,2,36,1043.85,96.7,39.46,56.19,5724.75,Lost Customers
15970.0,303,24,1017.32,31.07,28.9,55.49,4385.0,Lost Customers
15971.0,17,45,4930.43,81.17,45.72,89.09,7489.1,Mid Value Customers
15972.0,455,139,1810.27,15.24,74.88,70.62,6359.1,Low Value Customers
15973.0,235,13,780.39,36.54,16.36,47.73,3664.05,Lost Customers
15974.0,38,177,3429.55,67.8,80.12,83.61,8019.15,High Value Customers
15975.0,83,24,371.01,52.65,28.9,28.71,3235.8,Lost Customers
15976.0,164,378,1746.64,43.0,92.63,69.77,7261.25,Mid Value Customers
15977.0,16,65,1054.73,82.19,55.92,56.6,6023.45,Low Value Customers
15978.0,76,131,3272.62,54.3,73.64,82.68,7571.1,Mid Value Customers
15979.0,602,22,329.22,6.52,26.89,25.29,2295.45,Lost Customers
15980.0,88,117,6546.28,51.57,71.05,92.43,7988.7,Mid Value Customers
15981.0,24,295,9268.07,75.49,89.16,95.19,9042.6,Top Customers
15982.0,604,45,324.51,6.38,45.72,24.97,2840.65,Lost Customers
15983.0,21,258,3958.82,78.17,86.97,85.9,8506.15,High Value Customers
15984.0,2,706,8671.12,96.7,97.32,94.7,9578.6,Top Customers
15985.0,122,105,2610.28,47.19,68.74,78.49,7087.0,Mid Value Customers
15986.0,29,25,354.42,72.46,29.79,27.55,3495.85,Lost Customers
15987.0,11,169,1682.13,85.58,79.34,68.78,7446.8,Mid Value Customers
15988.0,18,120,770.09,80.18,71.63,47.16,5945.4,Lost Customers
15989.0,375,86,372.51,26.18,63.62,28.8,3885.3,Lost Customers
15990.0,43,177,2010.05,65.83,80.12,72.99,7405.5,Mid Value Customers
15991.0,533,6,150.55,10.65,7.47,10.37,954.2,Lost Customers
15992.0,3,54,896.6,94.77,51.2,51.48,5788.95,Lost Customers
15993.0,8,551,2756.82,89.37,95.93,79.32,8581.05,High Value Customers
15994.0,54,110,1198.84,61.42,69.72,60.27,6327.75,Low Value Customers
15995.0,413,110,696.19,20.13,69.72,44.63,4848.2,Lost Customers
15996.0,87,174,1671.0,51.76,79.8,68.58,6942.3,Low Value Customers
15997.0,616,1,-23.4,5.91,1.28,1.04,184.25,Lost Customers
15998.0,36,1435,8220.39,68.57,99.48,94.29,9198.9,Top Customers
15999.0,735,1,20.4,0.35,1.28,2.0,153.65,Lost Customers
16000.0,2,9,12393.7,96.7,11.22,96.85,7113.85,Mid Value Customers
16001.0,380,39,519.06,25.3,41.56,37.02,3662.4,Lost Customers
16002.0,624,42,169.21,5.31,43.63,12.49,2075.5,Lost Customers
16003.0,29,203,5613.83,72.46,82.88,90.68,8560.7,High Value Customers
16004.0,474,90,2146.39,13.75,64.84,74.59,6253.9,Low Value Customers
16005.0,11,485,2403.77,85.58,95.0,76.84,8359.9,High Value Customers
16006.0,210,78,347.17,38.67,60.95,26.91,3888.6,Lost Customers
16007.0,47,657,3075.14,64.3,96.95,81.56,8358.8,High Value Customers
16008.0,23,253,5384.13,76.28,86.74,90.24,8709.6,High Value Customers
16009.0,21,82,992.71,78.17,62.17,54.58,6039.55,Low Value Customers
16010.0,245,290,1722.11,35.7,88.97,69.45,7024.35,Mid Value Customers
16011.0,7,427,5867.01,90.93,93.94,91.22,9199.25,Top Customers
16012.0,34,239,2989.79,69.58,85.7,81.02,8070.8,High Value Customers
16013.0,3,247,52788.92,94.77,86.38,99.5,9485.45,Top Customers
16014.0,35,278,1121.02,69.08,88.31,58.36,6895.3,Low Value Customers
16015.0,3,183,690.54,94.77,81.04,44.51,6300.8,Low Value Customers
16016.0,2,301,2495.04,96.7,89.5,77.6,8403.5,High Value Customers
16017.0,46,130,1553.83,64.47,73.47,66.88,6849.55,Low Value Customers
16018.0,38,56,698.13,67.8,52.0,44.7,5035.5,Lost Customers
16019.0,1,418,16640.15,98.33,93.76,98.01,9678.3,Top Customers
16020.0,16,46,851.01,82.19,46.4,50.22,5386.95,Lost Customers
16021.0,394,126,532.25,22.83,72.64,37.55,4586.9,Lost Customers
16022.0,259,71,628.28,34.56,58.31,41.91,4572.75,Lost Customers
16023.0,45,101,719.81,64.82,67.79,45.56,5511.8,Lost Customers
16024.0,11,85,484.2,85.58,63.22,35.26,5119.6,Lost Customers
16025.0,29,28,439.66,72.46,32.67,33.29,3897.95,Lost Customers
16026.0,42,32,236.09,66.3,36.17,18.16,3078.4,Lost Customers
16027.0,91,38,1799.84,51.18,40.81,70.45,5866.75,Lost Customers
16028.0,595,5,82.2,7.06,6.13,4.41,532.35,Lost Customers
16029.0,38,404,91800.91,67.8,93.4,99.78,9306.9,Top Customers
16030.0,309,29,331.24,30.75,33.63,25.51,2873.2,Lost Customers
16031.0,91,98,548.94,51.18,67.15,38.51,4900.25,Lost Customers
16032.0,455,210,1970.45,15.24,83.51,72.47,6719.75,Low Value Customers
16033.0,5,1376,10692.39,92.49,99.43,96.15,9658.5,Top Customers
16034.0,195,57,925.77,39.88,52.44,52.69,5069.35,Lost Customers
16035.0,559,21,217.73,9.07,25.91,16.56,1824.15,Lost Customers
16036.0,86,140,2556.84,51.98,75.12,78.05,7326.05,Mid Value Customers
16037.0,269,73,1489.44,33.41,59.16,65.89,5899.9,Lost Customers
16038.0,7,28,454.33,90.93,32.67,34.06,4217.35,Lost Customers
16039.0,423,33,449.65,18.51,36.94,33.79,3244.3,Lost Customers
16040.0,64,128,2383.7,57.8,73.1,76.69,7277.95,Mid Value Customers
16041.0,30,6,3166.4,71.71,7.47,82.18,5819.65,Lost Customers
